Volatility 3 Framework 2.26.2

PID	Process	Offset	Start VPN	End VPN	Tag	Protection	CommitCharge	PrivateMemory	Parent	File	File output
3692	powershell.exe	0xffffc90c0cd7c260	0x1cb6cb70000	0x1cb6cb91fff	Vad 	PAGE_EXECUTE_WRITECOPY	1	0	0xffffc90c0cd8bbc0	\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Numerics\v4.0_4.0.0.0__b77a5c561934e089\System.Numerics.dll	Disabled
3692	powershell.exe	0xffffc90c0cd78980	0x1cb6cb60000	0x1cb6cb60fff	Vad 	PAGE_READWRITE	0	0	0xffffc90c0cd7c260	N/A	Disabled
3692	powershell.exe	0xffffc90c0cd807c0	0x7df5504a0000	0x7df5504a0fff	Vad 	PAGE_READONLY	0	0	0xffffc90c0d4668a0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f040f30	0x1cb6e240000	0x1cb6e24ffff	VadS	PAGE_READWRITE	2	1	0xffffc90c0cd807c0	N/A	Disabled
3692	powershell.exe	0xffffc90c0cd7e380	0x1cb6d8e0000	0x1cb6d945fff	Vad 	PAGE_EXECUTE_WRITECOPY	1	0	0xffffc90c0f040f30	\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Management\v4.0_4.0.0.0__b03f5f7f11d50a3a\System.Management.dll	Disabled
3692	powershell.exe	0xffffc90c0d461b20	0x1cb6d370000	0x1cb6d6d5fff	Vad 	PAGE_EXECUTE_WRITECOPY	1	0	0xffffc90c0cd7e380	\Windows\Microsoft.NET\assembly\GAC_MSIL\System\v4.0_4.0.0.0__b77a5c561934e089\System.dll	Disabled
3692	powershell.exe	0xffffc90c0c321340	0x1cb6ce40000	0x1cb6d36ffff	Vad 	PAGE_EXECUTE_WRITECOPY	0	0	0xffffc90c0d461b20	\Windows\Microsoft.NET\assembly\GAC_64\mscorlib\v4.0_4.0.0.0__b77a5c561934e089\mscorlib.dll	Disabled
3692	powershell.exe	0xffffc90c0cd7cd00	0x1cb6cdd0000	0x1cb6ce35fff	Vad 	PAGE_EXECUTE_WRITECOPY	1	0	0xffffc90c0c321340	\Windows\Microsoft.NET\assembly\GAC_MSIL\System.DirectoryServices\v4.0_4.0.0.0__b03f5f7f11d50a3a\System.DirectoryServices.dll	Disabled
3692	powershell.exe	0xffffc90c0f03cc00	0x1cb6d6e0000	0x1cb6d8dffff	VadS	PAGE_READWRITE	289	1	0xffffc90c0d461b20	N/A	Disabled
3692	powershell.exe	0xffffc90c0e7573b0	0x1cb6dfd0000	0x1cb6e0cffff	VadS	PAGE_READWRITE	34	1	0xffffc90c0cd7e380	N/A	Disabled
3692	powershell.exe	0xffffc90c0d4486c0	0x1cb6d9a0000	0x1cb6dfc7fff	Vad 	PAGE_EXECUTE_WRITECOPY	1	0	0xffffc90c0e7573b0	\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Management.Automation\v4.0_3.0.0.0__31bf3856ad364e35\System.Management.Automation.dll	Disabled
3692	powershell.exe	0xffffc90c0d46a040	0x1cb6e0d0000	0x1cb6e135fff	Vad 	PAGE_EXECUTE_WRITECOPY	1	0	0xffffc90c0e7573b0	\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Configuration\v4.0_4.0.0.0__b03f5f7f11d50a3a\System.Configuration.dll	Disabled
3692	powershell.exe	0xffffc90c07ed89c0	0x7df44e2c0000	0x7df44e2cffff	VadS	PAGE_EXECUTE_READWRITE	1	1	0xffffc90c0f040f30	N/A	Disabled
3692	powershell.exe	0xffffc90c0cd89140	0x1cb6e4f0000	0x1cb6e85bfff	Vad 	PAGE_EXECUTE_WRITECOPY	15	0	0xffffc90c07ed89c0	\Windows\Microsoft.NET\assembly\GAC_64\System.Data\v4.0_4.0.0.0__b77a5c561934e089\System.Data.dll	Disabled
3692	powershell.exe	0xffffc90c0cd7c620	0x1cb6e260000	0x1cb6e4e5fff	Vad 	PAGE_EXECUTE_WRITECOPY	1	0	0xffffc90c0cd89140	\Windows\Microsoft.NET\assembly\GAC_MSIL\System.Xml\v4.0_4.0.0.0__b77a5c561934e089\System.XML.dll	Disabled
3692	powershell.exe	0xffffc90c0c30bf40	0x7df44e370000	0x7df44e46ffff	Vad 	PAGE_READONLY	0	0	0xffffc90c07ed89c0	N/A	Disabled
3692	powershell.exe	0xffffc90c07ed86f0	0x7df44e2d0000	0x7df44e36ffff	VadS	PAGE_EXECUTE_READWRITE	2	1	0xffffc90c0c30bf40	N/A	Disabled
3692	powershell.exe	0xffffc90c0e76a870	0x7df44e470000	0x7df54e48ffff	VadS	PAGE_READWRITE	0	1	0xffffc90c0c30bf40	N/A	Disabled
3692	powershell.exe	0xffffc90c0e76a410	0x7df54e490000	0x7df550490fff	VadS	PAGE_READWRITE	1	1	0xffffc90c0e76a870	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03b440	0x7fff4e510000	0x7fff4e51ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0cd807c0	N/A	Disabled
3692	powershell.exe	0xffffc90c07ed8060	0x7fff4e360000	0x7fff4e36ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03b440	N/A	Disabled
3692	powershell.exe	0xffffc90c07ed2bb0	0x7fff4e1c0000	0x7fff4e22ffff	VadS	PAGE_NOACCESS	26	1	0xffffc90c07ed8060	N/A	Disabled
3692	powershell.exe	0xffffc90c0cd80680	0x7ff7b2e70000	0x7ff7b2ee0fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0xffffc90c07ed2bb0	\Windows\System32\WindowsPowerShell\v1.0\powershell.exe	Disabled
3692	powershell.exe	0xffffc90c0cd80400	0x7df5504e0000	0x7ff5504dffff	Vad 	PAGE_NOACCESS	160	0	0xffffc90c0cd80680	N/A	Disabled
3692	powershell.exe	0xffffc90c0cd7fe60	0x7df5504b0000	0x7df5504d2fff	Vad 	PAGE_READONLY	0	0	0xffffc90c0cd80400	N/A	Disabled
3692	powershell.exe	0xffffc90c07ed0900	0x7fff4e120000	0x7fff4e12ffff	VadS	PAGE_NOACCESS	12	1	0xffffc90c0cd80680	N/A	Disabled
3692	powershell.exe	0xffffc90c07ecd520	0x7fff4e110000	0x7fff4e11ffff	VadS	PAGE_NOACCESS	12	1	0xffffc90c07ed0900	N/A	Disabled
3692	powershell.exe	0xffffc90c07ed27a0	0x7fff4e130000	0x7fff4e1bffff	VadS	PAGE_NOACCESS	0	1	0xffffc90c07ed0900	N/A	Disabled
3692	powershell.exe	0xffffc90c07ed68f0	0x7fff4e2b0000	0x7fff4e2bffff	VadS	PAGE_NOACCESS	9	1	0xffffc90c07ed2bb0	N/A	Disabled
3692	powershell.exe	0xffffc90c07ed6a30	0x7fff4e290000	0x7fff4e29ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c07ed68f0	N/A	Disabled
3692	powershell.exe	0xffffc90c07ed6b20	0x7fff4e230000	0x7fff4e28ffff	VadS	PAGE_NOACCESS	95	1	0xffffc90c07ed6a30	N/A	Disabled
3692	powershell.exe	0xffffc90c07ed6670	0x7fff4e2a0000	0x7fff4e2affff	VadS	PAGE_NOACCESS	16	1	0xffffc90c07ed6a30	N/A	Disabled
3692	powershell.exe	0xffffc90c07ed7f20	0x7fff4e2d0000	0x7fff4e2dffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c07ed68f0	N/A	Disabled
3692	powershell.exe	0xffffc90c07ed7570	0x7fff4e2c0000	0x7fff4e2cffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c07ed7f20	N/A	Disabled
3692	powershell.exe	0xffffc90c07ed7fc0	0x7fff4e2e0000	0x7fff4e35ffff	VadS	PAGE_NOACCESS	76	1	0xffffc90c07ed7f20	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03b300	0x7fff4e3e0000	0x7fff4e3effff	VadS	PAGE_NOACCESS	16	1	0xffffc90c07ed8060	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03a400	0x7fff4e3a0000	0x7fff4e3affff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03b300	N/A	Disabled
3692	powershell.exe	0xffffc90c0e76d8e0	0x7fff4e380000	0x7fff4e38ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03a400	N/A	Disabled
3692	powershell.exe	0xffffc90c07a39990	0x7fff4e370000	0x7fff4e37ffff	VadS	PAGE_NOACCESS	15	1	0xffffc90c0e76d8e0	N/A	Disabled
3692	powershell.exe	0xffffc90c0e76f550	0x7fff4e390000	0x7fff4e39ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0e76d8e0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03ab30	0x7fff4e3c0000	0x7fff4e3cffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03a400	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03a860	0x7fff4e3b0000	0x7fff4e3bffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03ab30	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03a220	0x7fff4e3d0000	0x7fff4e3dffff	VadS	PAGE_NOACCESS	10	1	0xffffc90c0f03ab30	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03ae00	0x7fff4e490000	0x7fff4e49ffff	VadS	PAGE_NOACCESS	7	1	0xffffc90c0f03b300	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03b580	0x7fff4e460000	0x7fff4e47ffff	VadS	PAGE_NOACCESS	32	1	0xffffc90c0f03ae00	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03b0d0	0x7fff4e3f0000	0x7fff4e45ffff	VadS	PAGE_NOACCESS	108	1	0xffffc90c0f03b580	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03aef0	0x7fff4e480000	0x7fff4e48ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03b580	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03b3a0	0x7fff4e4f0000	0x7fff4e4fffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03ae00	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03b170	0x7fff4e4a0000	0x7fff4e4effff	VadS	PAGE_NOACCESS	75	1	0xffffc90c0f03b3a0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03b5d0	0x7fff4e500000	0x7fff4e50ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03b3a0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03b2b0	0x7fff4e6a0000	0x7fff4e6affff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03b440	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03c840	0x7fff4e5b0000	0x7fff4e5bffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03b2b0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03acc0	0x7fff4e570000	0x7fff4e57ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03c840	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03b4e0	0x7fff4e530000	0x7fff4e55ffff	VadS	PAGE_NOACCESS	48	1	0xffffc90c0f03acc0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03ac20	0x7fff4e520000	0x7fff4e52ffff	VadS	PAGE_NOACCESS	3	1	0xffffc90c0f03b4e0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03ac70	0x7fff4e560000	0x7fff4e56ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03b4e0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03bf80	0x7fff4e590000	0x7fff4e59ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03acc0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03b670	0x7fff4e580000	0x7fff4e58ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03bf80	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03b6c0	0x7fff4e5a0000	0x7fff4e5affff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03bf80	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03c9d0	0x7fff4e660000	0x7fff4e66ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03c840	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03c700	0x7fff4e640000	0x7fff4e64ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03c9d0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03c480	0x7fff4e5c0000	0x7fff4e63ffff	VadS	PAGE_NOACCESS	92	1	0xffffc90c0f03c700	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03c610	0x7fff4e650000	0x7fff4e65ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03c700	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03c070	0x7fff4e680000	0x7fff4e68ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03c9d0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03c110	0x7fff4e670000	0x7fff4e67ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03c070	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03c020	0x7fff4e690000	0x7fff4e69ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03c070	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03cac0	0x7fff4e740000	0x7fff4e74ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03b2b0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03ce30	0x7fff4e700000	0x7fff4e70ffff	VadS	PAGE_NOACCESS	15	1	0xffffc90c0f03cac0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03d1a0	0x7fff4e6c0000	0x7fff4e6cffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03ce30	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03bd50	0x7fff4e6b0000	0x7fff4e6bffff	VadS	PAGE_NOACCESS	14	1	0xffffc90c0f03d1a0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03cd90	0x7fff4e6d0000	0x7fff4e6fffff	VadS	PAGE_NOACCESS	47	1	0xffffc90c0f03d1a0	N/A	Disabled
3692	powershell.exe	0xffffc90c0f03cca0	0x7fff4e720000	0x7fff4e72ffff	VadS	PAGE_NOACCESS	16	1	0xffffc90c0f03ce30	N/A	Disabled
