Volatility 3 Framework 2.26.2

Plugin	Description	Created Date	Modified Date	Accessed Date	Changed Date
Threads	Thread: Tid 204 in Pid 4 (Offset 221053433147520)	2024-07-04 10:44:43.000000 UTC	1600-10-23 01:37:25.000000 UTC	N/A	N/A
Threads	Thread: Tid 96 in Pid 92 (Offset 221053431980160)	2024-07-04 10:44:43.000000 UTC	1600-10-23 01:37:25.000000 UTC	N/A	N/A
PsList	Process: 92 Registry (221053431963776)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
PsList	Process: 92 Registry (221053431963776)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
PsScan	Process: 92 Registry (221053431963776)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
PsScan	Process: 92 Registry (221053431963776)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 96 in Pid 92 (Offset 221053431980160)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 160 in Pid 4 (Offset 221053432098944)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 136 in Pid 4 (Offset 221053432107136)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 164 in Pid 4 (Offset 221053432115328)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 140 in Pid 4 (Offset 221053432123520)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 104 in Pid 4 (Offset 221053432139904)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 100 in Pid 4 (Offset 221053432148096)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 72 in Pid 4 (Offset 221053432160384)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 88 in Pid 4 (Offset 221053432168576)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 120 in Pid 4 (Offset 221053432209536)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 80 in Pid 4 (Offset 221053432262784)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 84 in Pid 4 (Offset 221053432270976)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 108 in Pid 4 (Offset 221053432279168)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 112 in Pid 4 (Offset 221053432381568)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 48 in Pid 4 (Offset 221053432443008)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 124 in Pid 4 (Offset 221053432475776)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 128 in Pid 4 (Offset 221053432492160)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 132 in Pid 4 (Offset 221053432500352)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 44 in Pid 4 (Offset 221053432512640)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 144 in Pid 4 (Offset 221053432537216)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 148 in Pid 4 (Offset 221053432545408)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 152 in Pid 4 (Offset 221053432561792)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 156 in Pid 4 (Offset 221053432569984)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 40 in Pid 4 (Offset 221053432582272)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 168 in Pid 4 (Offset 221053432606848)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 172 in Pid 4 (Offset 221053432615040)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 176 in Pid 4 (Offset 221053432631424)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 184 in Pid 4 (Offset 221053432639616)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 68 in Pid 4 (Offset 221053432651904)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 188 in Pid 4 (Offset 221053432668288)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 192 in Pid 4 (Offset 221053432676480)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 196 in Pid 4 (Offset 221053432684672)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 200 in Pid 4 (Offset 221053432692864)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 52 in Pid 4 (Offset 221053432721536)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 36 in Pid 4 (Offset 221053432930432)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 32 in Pid 4 (Offset 221053433000064)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 56 in Pid 4 (Offset 221053433069696)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 204 in Pid 4 (Offset 221053433147520)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 28 in Pid 4 (Offset 221053433188672)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 76 in Pid 4 (Offset 221053433208960)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 28 in Pid 4 (Offset 221053433188672)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 32 in Pid 4 (Offset 221053433000064)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 36 in Pid 4 (Offset 221053432930432)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 40 in Pid 4 (Offset 221053432582272)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 44 in Pid 4 (Offset 221053432512640)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 48 in Pid 4 (Offset 221053432443008)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 52 in Pid 4 (Offset 221053432721536)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 56 in Pid 4 (Offset 221053433069696)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 68 in Pid 4 (Offset 221053432651904)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 72 in Pid 4 (Offset 221053432160384)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 76 in Pid 4 (Offset 221053433208960)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 80 in Pid 4 (Offset 221053432262784)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 84 in Pid 4 (Offset 221053432270976)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 88 in Pid 4 (Offset 221053432168576)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 100 in Pid 4 (Offset 221053432148096)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 104 in Pid 4 (Offset 221053432139904)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 108 in Pid 4 (Offset 221053432279168)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 112 in Pid 4 (Offset 221053432381568)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 120 in Pid 4 (Offset 221053432209536)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 124 in Pid 4 (Offset 221053432475776)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 128 in Pid 4 (Offset 221053432492160)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 132 in Pid 4 (Offset 221053432500352)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 136 in Pid 4 (Offset 221053432107136)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 140 in Pid 4 (Offset 221053432123520)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 144 in Pid 4 (Offset 221053432537216)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 148 in Pid 4 (Offset 221053432545408)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 152 in Pid 4 (Offset 221053432561792)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 156 in Pid 4 (Offset 221053432569984)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 160 in Pid 4 (Offset 221053432098944)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 164 in Pid 4 (Offset 221053432115328)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 168 in Pid 4 (Offset 221053432606848)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 172 in Pid 4 (Offset 221053432615040)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 176 in Pid 4 (Offset 221053432631424)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 184 in Pid 4 (Offset 221053432639616)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 188 in Pid 4 (Offset 221053432668288)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 192 in Pid 4 (Offset 221053432676480)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 196 in Pid 4 (Offset 221053432684672)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 200 in Pid 4 (Offset 221053432692864)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 204 in Pid 4 (Offset 221053433147520)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
Threads	Thread: Tid 96 in Pid 92 (Offset 221053431980160)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: Global -> \GLOBAL??	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: GLOBALROOT -> 	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: DosDevices -> \??	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: SystemRoot -> \Device\BootDevice\Windows	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: OSDataDevice -> \ArcName\multi(0)disk(0)rdisk(0)partition(3)	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: OSDataRoot -> \Device\OSDataDevice	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: SYSTEM -> \SystemRoot	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: MSSECFLTSYS -> \Device\MSSECFLTSYS	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: RESOURCE_HUB -> \Device\RESOURCE_HUB	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: MSSGRMAGENTSYS -> \Device\MSSGRMAGENTSYS	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: WindowsTrustedRT -> \Device\WindowsTrustedRT	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
SymlinkScan	Symlink: WMIDataDevice -> \Device\WMIDataDevice	2024-07-04 10:44:43.000000 UTC	N/A	N/A	N/A
ThrdScan	Thread: Tid 220 in Pid 4 (Offset 221053440168192)	2024-07-04 10:44:44.000000 UTC	1600-10-23 01:37:26.000000 UTC	N/A	N/A
ThrdScan	Thread: Tid 216 in Pid 4 (Offset 221053440340096)	2024-07-04 10:44:44.000000 UTC	1600-10-23 01:37:26.000000 UTC	N/A	N/A
